Identifier,Label,Status,Description,Created,Modified,History notes,Type
801,Attending automatic fire alarms,Live,The local fire authority can provide advice to residents and business on the installation of automatic fire alarms and on the testing of such alarm systems following installation or any building/redecoration work undertaken in the alarmed area.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Automatic fire alarms' to 'Fire and rescue - attending automatic alarms' in version 3.00. Name changed to 'Attending automatic fire alarms' in version 4.00.,Service
815,Attending fires,Live,The fire services directs emergency calls to the emergency call handling centre which routes all calls for an area to fire control. Control will confirm with the address of the incident and help will be despatched immediately.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Attending fires' to 'Fire and rescue - attending fires' in version 3.00. Name changed to 'Attending fires' in version 4.00.,Service
379,Auction premises licence,Live,"Any premises used for public auctions must be registered unless the auction is a one day charity event. In this case, proof of charity status will be required. There is an application fee which must be paid at the time the application is made.",2013-04-03,2013-04-03,Added scope notes in version 2.02. Scope notes changed to clarify scope in version 3.00. Term name changed from 'Licence - auction premises' to 'Licences - auction premises' in version 3.00. Name changed to 'Auction premises licence' in version 4.00.,Service
1184,Audit work registration,Live,"To undertake audit work, you need to be a member of an auditing supervisory body",2013-04-03,2013-04-03,Added in version 3.07. Name changed to 'Audit work registration' in version 4.00.,Service
1728,Autism strategy,Live,"Development and publication of a strategy which sets out the vision, aims, objectives and plans of both health and social care for adults aged 18+ years who have or are seeking a diagnosis of autism.",2014-02-20,2014-02-20,,Service
1091,Bail accommodation,Live,"The criminal justice social work department provide assistance in finding suitable accommodation. The court needs to maintain contact with an accused person during the process of their case. As such, where a person lives has a significant effect on the bail decision. Bail accommodation aims to decrease unnecessary custodial remands by assisting those who are either homeless or who are otherwise unable to offer an acceptable address. Courts can attach a condition of residence to a bail order.",2013-04-03,2013-04-03,Name changed to 'Bail accommodation' in version 4.00,Service
1092,Bail information,Live,"The criminal justice social work department provide of verified information to the courts to assist in decision making. The aim is to provide independent, factual verified information about accused persons held in police custody prior to a court appearance the following day.",2013-04-03,2013-04-03,Name changed to 'Bail information' in version 4.00,Service
1093,Bail supervision,Live,"The criminal justice social work department identify and provide services for those people on, or at risk of, a custodial remand who, if subject to supervision, could be considered for bail. This could be before trial or before sentence. As well as supervision there is also provision for services which facilitate the protection of the public by addressing the potential risk of re-offending by bailees while on bail. Bail supervision schemes identify individuals, based on assessed need, who require a level of intensive support and would suffer extreme difficulties if sent to custody. Under Bail Supervision, priority should be given to those with mental health problems, women accused, single parents and young people aged between 16 and 17.",2013-04-03,2013-04-03,Name changed to 'Bail supervision' in version 4.00,Service
1375,Bankruptcy declaration,Live,Anyone who is unable to pay their debts can apply to be declared bankrupt.  Their debts may then be restructured and a payment plan for any outstanding amounts decided by the court.,2013-04-03,2013-04-03,Added in version 3.09. Scope notes updated in version 4.00.,Service
1185,Barrister registration,Live,"""In order to work as a barrister you must have achieved the appropriate qualification and be registered to do so.
In the UK the qualifications required are set out by the Bar Standards Board""@en",2013-04-03,2013-04-03,Added in version 3.07. Name changed to 'Barrister registration' in version 4.00.,Service
1775,Bathing waters ,Live,A local authority is responsible for publishing information about any bathing waters (coastal or otherwise) in it's area.  Information to be published includes the water quality classification and any public health information (health risks) relating to the use of the water for swimming.  Information is published between May 15th and September 30th each year.,2016-09-12,2016-09-12,Added in March 2016 review of legislation,Service
756,Beach patrols,Live,This service generally operates during the hours of popular use of a beach. Its purpose is primarily to ensure the safety of beach users and to prevent anti-social behaviour which disturbs other beach users.,2013-04-03,2013-04-03,Added scope notes in version 2.02. Term name changed from 'Beach patrol' to 'Coastline - beach patrols' in version 3.00. name changed to 'Beach patrols' in version 4.00.,Service
